Position,MVP_Nominated,FG_Pct,3P_Pct,2P_Pct,PTS,3P,2P,AST,STL,BLK,REB,Player,Season,Vote_Share_Pct,MP_per_Game
SF,0,46.7,26.1,50.0,5.0,0.1,1.7,0.5,0.3,0.2,2.4,Tobias Harris,12-12,0.0,11.4
C,0,49.7,0.0,50.6,5.0,0.0,2.1,0.4,0.4,0.7,4.8,Jordan Hill,12-12,0.0,14.1
C,0,50.4,0.0,51.5,5.0,0.0,2.1,0.4,0.3,0.7,4.8,Jordan Hill,12-12,0.0,14.7
C,0,46.7,,46.7,4.7,0.0,2.0,0.3,0.7,0.9,4.4,Jordan Hill,12-12,0.0,11.7
C,0,43.3,,43.3,5.0,0.0,2.1,0.4,0.3,1.7,5.4,Jermaine O'Neal,12-12,0.0,22.8
C,0,44.6,40.0,44.7,4.9,0.0,2.1,1.8,0.8,1.4,9.0,Marcus Camby,12-12,0.0,22.9
C,0,41.6,,41.6,3.8,0.0,1.7,1.9,0.8,1.4,8.9,Marcus Camby,12-12,0.0,22.4
C,0,48.4,40.0,48.8,7.1,0.1,3.1,1.7,0.9,1.5,9.3,Marcus Camby,12-12,0.0,24.1
PG,0,33.3,22.2,37.0,4.9,0.3,1.3,2.1,0.1,0.0,1.4,Earl Boykins,12-12,0.0,13.9
SF,0,40.2,37.8,41.8,4.9,0.7,1.2,0.4,0.6,0.0,1.0,Maurice Evans,12-12,0.0,14.3
SF,0,37.1,0.0,38.2,4.9,0.0,1.9,0.4,1.0,1.0,4.7,Damion James,12-12,0.0,24.3
C,0,42.1,0.0,42.3,4.9,0.0,2.1,0.4,0.4,0.5,3.3,Jeremy Tyler,12-12,0.0,13.5
SF,0,38.7,33.9,46.8,4.8,1.0,0.8,1.3,1.0,0.5,2.4,Shane Battier,12-12,0.0,23.1
SF,0,37.6,29.0,49.0,4.8,0.8,1.0,0.6,0.7,0.8,2.0,Francisco García,12-12,0.0,16.3
PG,0,40.8,60.0,35.9,4.8,0.5,1.3,2.6,0.4,0.2,0.9,Mike James,12-12,0.0,10.9
SG,0,43.2,43.7,42.9,4.8,0.7,0.9,1.1,0.9,0.4,3.0,Thabo Sefolosha,12-12,0.0,21.8
SF,0,32.2,21.0,36.4,4.7,0.3,1.5,0.8,0.5,0.5,2.2,Austin Daye,12-12,0.0,14.7
PF,0,50.8,33.3,51.6,4.7,0.1,2.0,0.5,0.3,0.4,2.6,Jon Leuer,12-12,0.0,12.1
PF,0,53.7,0.0,53.9,4.7,0.0,2.1,0.8,0.7,0.6,4.4,Jan Veselý,12-12,0.0,18.9
C,0,49.6,0.0,49.8,4.6,0.0,1.8,0.1,0.3,0.3,4.2,Enes Freedom,12-12,0.0,13.2
C,0,45.4,,45.4,4.6,0.0,2.0,0.6,0.3,0.9,3.3,Darko Miličić,12-12,0.0,16.3
SF,0,37.2,34.6,38.9,4.6,0.7,1.1,0.7,1.1,0.5,3.5,Chris Singleton,12-12,0.0,21.7
C,0,50.0,,50.0,4.6,0.0,1.4,0.6,1.0,0.8,5.4,Darryl Watkins,12-12,0.0,19.6
C,0,50.7,,50.7,4.6,0.0,1.8,0.3,0.5,0.3,3.6,Jordan Williams,12-12,0.0,14.8
C,0,47.8,,47.8,4.6,0.0,1.7,0.6,0.8,0.7,6.0,Shelden Williams,12-12,0.0,22.0
PG,0,35.1,29.4,37.1,4.5,0.3,1.2,3.3,0.2,0.1,1.3,Jonny Flynn,12-12,0.0,14.3
PG,0,29.3,22.2,31.3,3.4,0.2,0.9,2.5,0.3,0.1,0.7,Jonny Flynn,12-12,0.0,12.3
PG,0,37.8,32.0,40.0,5.2,0.4,1.4,3.8,0.2,0.1,1.7,Jonny Flynn,12-12,0.0,15.6
PF,0,41.0,36.8,41.9,4.5,0.3,1.5,0.8,0.5,0.0,2.2,DeMarre Carroll,12-12,0.0,14.5
SF,0,37.4,36.8,37.5,4.8,0.4,1.5,0.8,0.6,0.1,2.5,DeMarre Carroll,12-12,0.0,16.4
PG,0,35.4,0.0,35.7,4.5,0.0,1.9,3.4,0.9,0.2,3.7,Ben Uzoh,12-12,0.0,20.6
PG,0,35.1,0.0,35.5,4.8,0.0,2.1,3.7,1.0,0.2,3.9,Ben Uzoh,12-12,0.0,22.3
PF,0,59.7,0.0,60.0,4.5,0.0,1.9,1.3,0.5,0.4,4.3,Nick Collison,12-12,0.0,20.7
SF,0,37.6,37.0,38.7,4.5,1.0,0.5,1.1,0.4,0.3,2.9,Vladimir Radmanović,12-12,0.0,15.4
SF,0,37.6,34.7,42.1,4.5,0.9,0.7,0.8,0.6,0.1,2.6,Quentin Richardson,12-12,0.0,18.0
SF,0,43.1,31.3,46.9,4.5,0.3,1.5,0.7,0.5,0.0,1.5,DaJuan Summers,12-12,0.0,13.9
SF,0,28.6,24.1,35.0,4.5,0.8,0.8,0.6,0.4,0.4,2.7,Shawne Williams,12-12,0.0,20.6
SG,0,39.1,37.3,40.4,4.4,0.7,1.0,0.5,0.1,0.0,0.8,Andrew Goudelock,12-12,0.0,10.5
PF,0,42.3,33.9,47.8,4.4,0.5,1.2,0.3,0.6,0.5,3.9,Josh Harrellson,12-12,0.0,14.6
PF,0,41.0,18.8,43.8,4.4,0.1,1.4,0.7,0.7,0.6,3.9,Jared Jeffries,12-12,0.0,18.7
PG,0,35.7,14.3,57.1,4.3,0.3,1.3,1.7,0.3,0.0,1.3,Justin Dentmon,12-12,0.0,15.2
PG,0,36.4,20.0,50.0,5.5,0.5,1.5,2.3,0.3,0.0,1.8,Justin Dentmon,12-12,0.0,18.0
SF,0,34.3,26.7,38.3,4.3,0.4,1.1,0.4,0.5,0.5,1.6,Travis Outlaw,12-12,0.0,12.8
PG,0,40.6,33.3,52.0,4.2,0.8,0.8,1.1,0.6,0.1,1.1,Gilbert Arenas,12-12,0.0,12.4
SF,0,38.1,25.0,55.6,4.2,0.6,1.0,0.6,0.4,0.0,2.2,Keith Bogans,12-12,0.0,18.8
PG,0,35.9,35.3,36.4,4.2,0.7,0.9,2.4,0.6,0.0,1.4,Eric Maynor,12-12,0.0,15.2
C,0,41.9,100.0,41.7,4.2,0.0,1.8,0.8,0.4,0.4,3.8,Johan Petro,12-12,0.0,15.6
SF,0,45.2,30.1,51.8,4.2,0.3,1.3,0.4,0.4,0.1,2.0,Quincy Pondexter,12-12,0.0,15.7
PF,0,47.3,,47.3,4.1,0.0,1.9,0.8,0.3,0.4,4.2,Lavoy Allen,12-12,0.0,15.2
SF,0,39.0,24.8,56.8,4.1,0.5,0.9,0.4,0.4,0.4,3.0,Anthony Tolliver,12-12,0.0,17.3
SG,0,40.5,33.3,47.6,4.0,0.6,0.8,1.1,0.3,0.0,0.8,Keyon Dooling,12-12,0.0,14.4
SG,0,41.6,0.0,46.3,4.0,0.0,1.5,0.5,0.5,0.3,2.3,Devin Ebanks,12-12,0.0,16.5
PF,0,45.2,0.0,45.6,4.0,0.0,1.4,0.3,0.2,0.2,3.0,Lance Thomas,12-12,0.0,15.0
C,0,51.6,,51.6,3.9,0.0,1.7,0.6,0.4,0.3,5.7,Aaron Gray,12-12,0.0,16.6
PG,0,32.5,20.0,34.3,3.9,0.1,1.3,0.9,0.1,0.2,0.9,Cory Higgins,12-12,0.0,11.1
PG,0,33.9,29.5,38.4,3.9,0.6,0.8,2.0,0.5,0.0,1.4,A.J. Price,12-12,0.0,12.9
PG,0,41.9,42.0,41.7,3.8,0.8,0.6,2.4,0.6,0.1,1.6,Chris Duhon,12-12,0.0,19.5
PG,0,37.2,28.9,40.0,3.8,0.3,1.2,1.4,0.4,0.1,1.3,Nolan Smith,12-12,0.0,12.3
SG,0,37.9,27.9,44.3,3.7,0.4,0.9,0.8,0.2,0.0,1.5,James Anderson,12-12,0.0,11.8
PG,0,40.4,27.0,45.2,3.7,0.3,1.3,3.3,0.5,0.2,1.2,Jamaal Tinsley,12-12,0.0,13.7
C,0,33.3,,33.3,3.7,0.0,0.7,1.0,1.0,1.0,4.0,Sean Williams,12-12,0.0,14.0
PF,0,43.0,,43.0,3.6,0.0,1.5,0.2,0.5,0.7,3.7,Lou Amundson,12-12,0.0,12.6
PG,0,44.2,25.0,48.6,3.6,0.1,1.2,3.2,0.6,0.1,1.3,T.J. Ford,12-12,0.0,13.6
SG,0,34.9,20.5,47.7,3.6,0.4,1.0,1.2,0.4,0.1,2.3,Terrel Harris,12-12,0.0,14.5
SG,0,38.0,40.4,30.6,3.6,0.9,0.2,0.4,0.3,0.2,1.0,James Jones,12-12,0.0,13.1
PG,0,40.0,28.6,42.7,3.6,0.2,1.2,2.0,0.4,0.0,1.4,Shelvin Mack,12-12,0.0,12.2
PG,0,37.7,29.5,41.9,3.6,0.4,1.0,1.9,0.9,0.1,1.6,Ronnie Price,12-12,0.0,14.4
PF,0,45.7,0.0,46.2,3.6,0.0,1.6,0.6,0.6,1.5,3.1,Larry Sanders,12-12,0.0,12.4
SG,0,29.2,36.4,23.1,3.6,0.8,0.6,1.4,0.4,0.2,1.0,Mychel Thompson,12-12,0.0,19.0
PG,0,41.7,25.0,50.0,4.3,0.3,1.0,1.3,0.0,0.0,2.0,Courtney Fortson,12-12,0.0,11.5
SG,0,35.3,33.3,35.7,3.5,0.3,1.3,0.5,1.8,0.0,2.0,Morris Almond,12-12,0.0,16.8
C,0,52.7,,52.7,3.5,0.0,1.4,0.3,0.4,0.2,2.6,Semih Erden,12-12,0.0,11.9
PF,0,44.8,0.0,45.6,3.5,0.0,1.5,1.7,0.7,0.6,3.8,Dominic McGuire,12-12,0.0,17.6
SF,0,27.8,20.0,30.8,3.5,0.3,1.0,0.3,0.3,0.3,2.5,Edwin Ubiles,12-12,0.0,13.0
C,0,54.8,,54.8,3.4,0.0,1.2,0.2,0.1,0.4,2.1,Ryan Hollins,12-12,0.0,13.4
C,0,50.0,,50.0,3.7,0.0,1.2,0.3,0.2,0.5,2.3,Ryan Hollins,12-12,0.0,15.1
C,0,64.3,,64.3,2.8,0.0,1.2,0.2,0.1,0.3,1.7,Ryan Hollins,12-12,0.0,10.7
C,0,55.9,,55.9,3.4,0.0,1.3,0.1,0.6,1.3,3.9,Joel Anthony,12-12,0.0,21.1
C,0,45.0,,45.0,3.4,0.0,1.3,0.7,0.4,0.4,3.1,Mikki Moore,12-12,0.0,16.9
SF,0,35.4,29.4,36.4,3.3,0.1,1.1,0.4,0.5,0.2,1.8,Sam Young,12-12,0.0,10.7
SF,0,38.6,0.0,43.2,3.5,0.0,1.5,0.4,0.5,0.1,2.0,Sam Young,12-12,0.0,11.4
PG,0,38.9,20.0,44.8,3.3,0.2,1.1,1.7,0.8,0.4,1.6,Eric Bledsoe,12-12,0.0,11.6
SG,0,39.0,20.0,42.9,3.3,0.1,1.1,1.6,0.4,0.2,1.4,Malcolm Lee,12-12,0.0,12.8
PF,0,39.3,,39.3,3.2,0.0,1.1,0.4,0.4,0.5,2.8,Solomon Jones,12-12,0.0,13.9
C,0,43.4,,43.4,5.5,0.0,2.1,0.6,0.5,0.5,3.7,Solomon Jones,12-12,0.0,17.8
SF,0,30.8,27.3,35.7,3.2,0.6,0.6,0.6,0.2,0.1,1.9,Rasual Butler,12-12,0.0,13.3
SG,0,36.4,0.0,39.1,3.2,0.0,1.4,1.2,0.6,0.2,1.7,Marquis Daniels,12-12,0.0,12.7
C,0,42.9,0.0,43.5,3.2,0.0,1.4,1.4,0.7,0.3,4.3,Chuck Hayes,12-12,0.0,19.2
PF,0,45.0,41.8,47.1,3.2,0.5,0.8,0.9,0.3,0.3,3.2,Troy Murphy,12-12,0.0,16.2
SF,0,39.4,30.4,40.6,3.2,0.1,1.2,0.7,0.5,0.2,1.7,Damien Wilkins,12-12,0.0,15.4
C,0,50.6,,50.6,3.1,0.0,1.2,0.5,0.5,1.0,5.3,Ömer Aşık,12-12,0.0,14.7
PG,0,32.1,21.0,39.2,3.1,0.3,0.8,1.6,0.6,0.0,1.2,Reggie Jackson,12-12,0.0,11.1
C,0,57.6,0.0,59.4,3.0,0.0,1.1,0.6,0.8,1.0,4.1,Ronny Turiaf,12-12,0.0,16.4
C,0,100.0,,100.0,1.5,0.0,0.8,1.3,1.5,0.8,3.0,Ronny Turiaf,12-12,0.0,14.5
C,0,53.3,0.0,55.2,3.5,0.0,1.2,0.4,0.6,1.1,4.5,Ronny Turiaf,12-12,0.0,17.0
PG,0,34.7,30.8,35.4,3.0,0.1,1.0,2.1,0.6,0.0,0.9,Walker Russell,12-12,0.0,12.8
C,0,46.5,,46.5,3.0,0.0,1.4,0.9,0.5,0.6,3.5,Kurt Thomas,12-12,0.0,15.2
PG,0,33.8,19.2,40.7,3.0,0.2,0.9,4.3,1.1,0.4,2.4,Earl Watson,12-12,0.0,20.7
SF,0,48.5,16.7,58.7,2.9,0.1,1.3,1.0,0.4,0.2,2.8,Josh Childress,12-12,0.0,14.4
PF,0,35.4,23.8,40.9,2.9,0.2,0.9,0.3,0.3,0.1,2.5,Luke Harangody,12-12,0.0,11.0
SF,0,31.1,33.3,26.7,2.9,0.7,0.3,0.4,0.5,0.1,2.0,Bobby Simmons,12-12,0.0,14.9
SF,0,28.5,28.3,29.6,2.9,0.8,0.2,0.8,0.4,0.1,2.0,DeShawn Stevenson,12-12,0.0,18.8
C,0,54.5,,54.5,2.9,0.0,1.2,0.5,0.7,1.5,3.2,Greg Stiemsma,12-12,0.0,13.9
PG,0,40.0,40.0,40.0,4.5,0.3,1.7,1.5,0.7,0.0,1.5,Ish Smith,12-12,0.0,10.5
PF,0,47.5,42.9,47.7,2.8,0.1,1.1,1.0,0.3,0.4,3.4,Josh McRoberts,12-12,0.0,14.4
PF,0,56.7,0.0,58.6,2.8,0.0,1.1,0.3,0.5,0.6,2.4,Daniel Orton,12-12,0.0,11.7
SG,0,33.1,18.6,38.6,2.7,0.2,0.8,0.7,0.3,0.1,1.1,Matt Carroll,12-12,0.0,11.2
PF,0,36.7,,36.7,2.7,0.0,1.1,0.4,0.3,0.7,2.8,Earl Clark,12-12,0.0,12.4
C,0,46.7,0.0,47.0,2.7,0.0,1.3,0.2,0.3,0.6,2.7,Nazr Mohammed,12-12,0.0,11.0
SF,0,39.1,29.3,47.1,2.7,0.4,0.7,0.4,0.4,0.3,1.6,Sasha Pavlović,12-12,0.0,11.7
PG,0,28.2,31.8,20.5,2.6,0.7,0.2,2.1,0.5,0.1,1.5,Mike Bibby,12-12,0.0,14.3
PF,0,37.5,27.6,45.7,2.6,0.4,0.7,0.5,0.9,0.2,2.3,Eduardo Nájera,12-12,0.0,12.3
SG,0,37.6,13.3,45.3,2.5,0.1,1.0,1.1,0.5,0.1,1.3,Lance Stephenson,12-12,0.0,10.5
SF,0,24.0,33.3,22.7,2.4,0.1,0.7,0.7,0.4,0.7,2.0,Christian Eyenga,12-12,0.0,14.6
SF,0,15.8,50.0,11.8,1.5,0.2,0.3,0.7,0.5,0.7,2.0,Christian Eyenga,12-12,0.0,13.8
SF,0,50.0,0.0,60.0,8.0,0.0,3.0,1.0,0.0,1.0,2.0,Christian Eyenga,12-12,0.0,19.0
C,0,50.0,100.0,47.1,2.3,0.1,0.7,0.4,0.7,0.1,3.8,Jeff Foster,12-12,0.0,12.8
SF,0,32.6,13.8,40.9,2.3,0.1,0.8,0.4,0.5,0.0,1.9,Ryan Gomes,12-12,0.0,13.3
SF,0,29.2,20.0,35.7,2.3,0.3,0.6,0.6,0.1,0.6,2.8,Jamario Moon,12-12,0.0,15.4
PF,0,42.9,,42.9,3.0,0.0,1.3,0.2,0.2,1.1,2.6,Mickell Gladness,12-12,0.0,12.4
SG,0,35.6,34.0,40.0,2.1,0.5,0.2,0.3,0.4,0.0,0.7,Royal Ivey,12-12,0.0,10.4
C,0,50.0,,50.0,3.3,0.0,1.3,0.1,0.7,0.1,3.1,Chris Johnson,12-12,0.0,11.7
SG,0,38.2,29.6,46.4,2.0,0.3,0.5,0.4,0.1,0.0,0.5,Jason Kapono,12-12,0.0,10.0
C,0,45.8,,45.8,2.0,0.0,0.8,0.2,0.1,0.6,5.1,Joel Przybilla,12-12,0.0,16.6
PF,0,47.2,,47.2,1.9,0.0,0.6,0.3,0.6,0.1,4.8,Reggie Evans,12-12,0.0,13.8
SF,0,36.4,40.0,33.3,1.9,0.3,0.3,0.6,0.0,0.1,1.9,Larry Owens,12-12,0.0,10.7
PF,0,36.9,35.0,37.8,1.8,0.2,0.6,1.2,0.2,0.0,1.6,Luke Walton,12-12,0.0,12.1
PF,0,35.3,43.8,31.4,2.0,0.3,0.5,1.4,0.1,0.0,1.7,Luke Walton,12-12,0.0,14.2
C,0,60.9,,60.9,1.7,0.0,0.8,0.3,0.5,1.0,3.7,Andris Biedriņš,12-12,0.0,15.7
C,0,37.3,0.0,38.0,1.6,0.0,0.7,0.6,0.1,0.2,2.5,Tony Battie,12-12,0.0,10.9
C,0,39.5,25.0,40.2,1.4,0.0,0.5,0.7,0.8,0.8,4.3,Ben Wallace,12-12,0.0,15.8
C,0,40.0,,40.0,1.3,0.0,0.5,0.3,0.1,0.1,1.6,Jason Collins,12-12,0.0,10.3
PG,0,22.7,14.3,26.7,1.3,0.1,0.4,0.8,0.2,0.0,0.6,Larry Hughes,12-12,0.0,12.7
C,0,37.8,,37.8,1.2,0.0,0.5,0.2,0.1,0.3,3.3,Jamaal Magloire,12-12,0.0,11.0
C,0,35.7,,35.7,1.1,0.0,0.6,0.9,0.2,0.5,3.1,DeSagana Diop,12-12,0.0,12.0
PF,1,44.9,37.9,47.6,28.7,2.3,7.6,2.6,0.8,0.5,6.9,Carmelo Anthony,13-13,39.3,37.0
SF,1,51.0,41.6,53.9,28.1,1.7,7.3,4.6,1.4,1.3,7.9,Kevin Durant,13-13,63.2,38.5
SG,1,46.3,32.4,51.0,27.3,1.7,7.8,6.0,1.4,0.3,5.6,Kobe Bryant,13-13,15.2,38.6
PF,1,56.5,40.6,60.2,26.8,1.4,8.7,7.3,1.7,0.9,8.0,LeBron James,13-13,99.8,37.9
SG,1,43.8,36.8,47.7,25.9,2.3,5.2,5.8,1.8,0.5,4.9,James Harden,13-13,2.7,38.3
PG,1,43.8,32.3,46.6,23.2,1.2,7.0,7.4,1.8,0.3,5.2,Russell Westbrook,13-13,0.7,34.9
PG,1,45.1,45.3,44.9,22.9,3.5,4.5,6.9,1.6,0.2,4.0,Stephen Curry,13-13,0.2,38.2
PG,0,45.2,39.1,47.4,22.5,1.8,6.4,5.9,1.5,0.4,3.7,Kyrie Irving,13-13,0.0,34.7
SG,1,52.1,25.8,53.7,21.2,0.2,8.0,5.1,1.9,0.8,5.0,Dwyane Wade,13-13,0.4,34.7
PF,0,48.4,14.3,48.8,21.1,0.0,8.6,2.6,0.8,1.2,9.1,LaMarcus Aldridge,13-13,0.0,37.7
PG,1,52.2,35.3,53.4,20.3,0.4,7.5,7.6,0.8,0.1,3.0,Tony Parker,13-13,7.1,32.9
C,0,52.1,0.0,52.2,19.4,0.0,7.7,0.9,0.4,2.1,6.9,Brook Lopez,13-13,0.0,30.4
SG,0,41.6,28.7,45.4,19.2,1.1,6.1,6.0,2.1,0.4,3.9,Monta Ellis,13-13,0.0,37.5
PG,0,42.9,36.8,46.9,19.0,2.3,4.5,6.5,0.9,0.2,3.1,Damian Lillard,13-13,0.0,38.6
PG,0,44.0,37.8,48.2,18.9,2.2,4.2,7.7,1.0,0.4,3.0,Deron Williams,13-13,0.0,36.4
SF,0,43.6,38.0,46.6,18.6,1.9,4.3,4.8,1.1,0.4,6.3,Paul Pierce,13-13,0.0,33.4
PF,1,51.9,0.0,52.1,18.5,0.0,7.6,3.5,0.8,0.3,11.2,David Lee,13-13,0.1,36.8
PG,0,44.1,26.7,45.2,18.5,0.2,6.4,7.6,1.3,0.8,4.0,John Wall,13-13,0.0,32.7
PF,0,35.2,21.7,41.3,18.3,1.1,4.7,2.3,0.7,0.5,14.0,Kevin Love,13-13,0.0,34.3
SF,0,41.6,32.3,44.0,18.2,1.1,5.8,2.7,1.5,0.7,6.1,Rudy Gay,13-13,0.0,35.8
SF,0,40.8,31.0,43.1,17.2,1.0,5.7,2.6,1.3,0.7,5.9,Rudy Gay,13-13,0.0,36.7
SF,0,42.5,33.6,45.2,19.5,1.3,5.9,2.8,1.7,0.7,6.4,Rudy Gay,13-13,0.0,34.7
SG,0,44.5,28.3,46.3,18.1,0.4,6.3,2.5,0.9,0.3,3.9,DeMar DeRozan,13-13,0.0,36.7
SG,0,42.2,35.6,45.8,18.1,1.9,4.7,2.7,1.3,0.3,5.3,J.R. Smith,13-13,0.0,33.5
PF,0,53.8,17.9,54.8,18.0,0.1,7.2,3.7,1.2,0.6,8.3,Blake Griffin,13-13,0.0,32.5
C,1,50.2,28.6,50.4,17.8,0.0,7.1,2.7,0.7,2.7,9.9,Tim Duncan,13-13,5.4,30.1
C,0,49.4,11.8,50.0,17.8,0.0,7.8,2.1,1.0,1.1,9.2,Al Jefferson,13-13,0.0,33.1
PG,0,43.1,36.8,44.6,17.7,1.2,5.9,8.0,1.6,0.4,4.2,Jrue Holiday,13-13,0.0,37.5
PG,0,42.3,32.2,45.9,17.7,1.3,5.1,5.7,2.0,0.4,3.5,Kemba Walker,13-13,0.0,34.9
PG,0,39.9,37.5,41.2,17.5,2.2,4.1,6.5,1.6,0.1,3.1,Brandon Jennings,13-13,0.0,36.2
PF,0,46.5,30.3,49.8,17.5,0.8,6.4,4.2,1.2,1.8,8.4,Josh Smith,13-13,0.0,35.3
SF,0,41.9,36.2,45.7,17.4,2.2,4.1,4.1,1.8,0.6,7.6,Paul George,13-13,0.0,37.6
C,0,54.3,50.0,54.4,17.4,0.0,7.7,3.2,1.1,1.1,10.2,Al Horford,13-13,0.0,37.2
PF,0,47.1,41.4,48.7,17.3,1.2,5.2,2.5,0.7,0.7,6.8,Dirk Nowitzki,13-13,0.0,31.3
C,0,46.5,18.2,47.1,17.1,0.1,6.4,2.7,1.4,0.7,9.9,DeMarcus Cousins,13-13,0.0,30.5
C,0,57.8,16.7,58.1,17.1,0.0,6.2,1.4,1.1,2.4,12.4,Dwight Howard,13-13,0.0,35.8
PF,0,49.8,21.1,50.3,17.1,0.1,6.8,2.9,1.0,0.9,7.7,David West,13-13,0.0,33.4
SG,0,40.2,32.4,43.6,17.0,1.3,4.3,3.3,1.1,0.2,1.8,Eric Gordon,13-13,0.0,30.1
PG,1,48.1,32.8,53.8,16.9,1.1,4.8,9.7,2.4,0.1,3.7,Chris Paul,13-13,23.9,33.4
PG,1,46.1,36.6,49.1,16.7,1.2,5.0,6.9,1.5,0.1,2.7,Ty Lawson,13-13,0.1,34.4
C,0,53.5,28.4,55.7,16.6,0.3,6.3,1.7,0.9,1.4,6.8,Chris Bosh,13-13,0.0,33.2
SG,0,42.2,40.1,43.7,16.6,2.6,3.6,2.2,1.0,0.5,3.7,Klay Thompson,13-13,0.0,35.8
SF,0,43.9,30.0,48.9,16.5,1.1,5.1,3.2,0.6,0.2,3.7,Arron Afflalo,13-13,0.0,36.0
SG,0,43.8,37.6,47.7,16.5,2.0,3.9,2.5,1.0,0.2,1.7,Jamal Crawford,13-13,0.0,29.3
SF,0,42.6,32.2,45.5,16.5,1.0,5.2,3.0,1.1,0.4,6.3,Luol Deng,13-13,0.0,38.7
SG,0,42.3,37.5,45.2,16.3,2.1,4.1,3.5,0.7,0.2,3.0,Joe Johnson,13-13,0.0,36.7
C,0,52.0,,52.0,16.3,0.0,6.2,0.9,0.7,0.8,8.8,Nikola Peković,13-13,0.0,31.6
PF,0,42.3,38.2,46.4,16.2,2.6,3.2,1.2,0.5,0.4,6.4,Ryan Anderson,13-13,0.0,30.9
PF,0,47.7,0.0,47.8,16.2,0.0,6.9,2.3,0.8,0.4,9.8,Carlos Boozer,13-13,0.0,32.2
SF,0,41.8,37.3,45.0,16.2,1.9,3.2,2.5,0.9,0.5,5.2,Danilo Gallinari,13-13,0.0,32.5
C,0,48.6,0.0,48.8,16.0,0.0,6.3,3.5,1.3,0.7,9.6,Greg Monroe,13-13,0.0,33.2
SG,0,44.7,33.0,46.2,15.5,0.5,5.1,2.6,1.0,0.5,3.7,Gerald Henderson,13-13,0.0,31.4
SF,0,48.6,38.5,55.9,15.5,2.0,4.0,3.5,1.0,0.4,5.3,Chandler Parsons,13-13,0.0,36.3
PF,0,46.0,8.7,46.9,15.4,0.0,6.2,1.4,0.8,0.4,11.2,Zach Randolph,13-13,0.0,34.3
SG,0,44.9,40.7,47.1,15.3,1.7,3.9,4.4,1.1,0.3,3.5,O.J. Mayo,13-13,0.0,35.5
SG,0,47.8,33.8,50.8,15.2,0.7,4.9,3.5,1.4,0.4,4.4,Tyreke Evans,13-13,0.0,31.0
PF,0,44.8,0.0,45.0,15.1,0.0,6.3,2.1,0.9,0.6,7.2,Glen Davis,13-13,0.0,31.3
C,1,49.6,12.5,50.4,14.8,0.0,6.2,2.3,1.1,0.9,7.8,Kevin Garnett,13-13,0.1,29.7
SG,0,43.6,39.8,47.8,14.8,2.4,2.7,2.5,1.3,0.3,2.8,Wesley Matthews,13-13,0.0,34.8
PF,0,53.1,12.5,53.5,14.8,0.0,6.7,1.6,1.8,0.7,7.5,Thaddeus Young,13-13,0.0,34.6
PG,0,44.3,31.9,49.7,14.7,1.1,4.1,7.4,1.6,0.3,3.1,Goran Dragić,13-13,0.0,33.5
PG,0,39.2,34.1,43.5,14.7,2.2,3.3,7.4,1.3,0.1,3.7,Jameer Nelson,13-13,0.0,35.3
SG,0,41.2,31.0,44.6,14.7,1.0,4.5,3.0,1.0,0.3,2.4,Dion Waiters,13-13,0.0,28.8
PG,0,44.0,36.2,47.6,14.6,1.3,3.9,6.1,2.2,0.3,2.8,Mike Conley,13-13,0.0,34.5
PF,0,49.0,33.3,49.8,14.6,0.2,5.3,2.6,1.3,1.0,7.1,Paul Millsap,13-13,0.0,30.4
PG,0,45.1,35.9,48.2,14.6,1.1,4.4,7.2,1.5,0.4,2.3,Jeff Teague,13-13,0.0,32.9
SG,0,40.8,30.8,42.7,14.4,0.5,4.0,3.8,0.8,0.1,2.8,Ramon Sessions,13-13,0.0,27.1
SF,0,42.3,37.2,48.1,14.3,2.3,2.6,4.9,1.2,1.1,5.6,Nicolas Batum,13-13,0.0,38.5
PG,0,44.3,36.8,49.4,14.2,1.7,3.4,4.7,1.1,0.3,3.7,George Hill,13-13,0.0,34.5
PF,0,57.7,,57.7,14.2,0.0,5.3,0.4,0.3,0.7,5.0,Amar'e Stoudemire,13-13,0.0,23.5
SG,0,43.4,36.6,50.6,14.1,2.1,2.8,3.8,0.5,0.1,2.2,JJ Redick,13-13,0.0,30.5
SG,0,45.0,39.0,51.4,15.1,2.3,2.9,4.4,0.6,0.1,2.4,JJ Redick,13-13,0.0,31.5
SG,0,40.3,31.8,49.0,12.3,1.7,2.6,2.7,0.3,0.1,1.9,JJ Redick,13-13,0.0,28.7
C,1,49.4,7.1,50.1,14.1,0.0,5.4,4.0,1.0,1.7,7.8,Marc Gasol,13-13,0.1,35.0
SF,0,43.5,41.5,44.4,14.1,1.4,3.3,3.0,0.8,0.5,3.1,Gordon Hayward,13-13,0.0,29.2
C,0,47.8,0.0,48.6,14.1,0.0,5.5,3.4,1.5,0.6,14.4,Anderson Varejão,13-13,0.0,36.0
SG,0,42.2,36.7,46.6,14.1,1.8,2.9,3.6,1.1,0.3,2.1,Lou Williams,13-13,0.0,28.7
SG,0,45.0,42.6,47.2,14.0,2.1,2.5,1.4,0.9,0.1,2.3,Kevin Martin,13-13,0.0,27.7
SG,0,41.0,38.6,42.4,13.9,1.6,3.4,2.4,0.9,0.5,3.8,Bradley Beal,13-13,0.0,31.2
PG,0,42.7,36.0,45.5,13.9,1.4,4.2,5.5,1.4,0.2,2.9,Raymond Felton,13-13,0.0,34.0
