Position,MVP_Nominated,FG_Pct,3P_Pct,2P_Pct,PTS,3P,2P,AST,STL,BLK,REB,Player,Season,Vote_Share_Pct,MP_per_Game
SG,0,51.0,39.2,58.5,27.0,2.9,6.9,6.0,1.3,0.6,5.0,Kyrie Irving,22-23,0.0,38.2
SF,0,49.1,33.5,57.6,26.6,2.4,7.7,3.5,1.1,0.4,6.9,Jaylen Brown,22-23,0.0,35.9
PG,1,46.6,30.7,51.9,26.2,1.5,7.8,8.1,1.1,0.3,5.9,Ja Morant,22-23,0.1,31.9
PG,0,42.9,33.5,47.6,26.2,2.1,6.1,10.2,1.1,0.1,3.0,Trae Young,22-23,0.0,34.8
PF,0,60.8,36.8,61.8,26.0,0.2,9.6,4.6,1.1,0.6,7.0,Zion Williamson,22-23,0.0,33.0
C,0,56.3,25.7,58.9,25.9,0.3,9.3,2.6,1.1,2.0,12.5,Anthony Davis,22-23,0.0,34.0
PF,0,49.9,39.1,58.5,25.6,3.0,5.6,1.9,0.6,0.6,8.6,Lauri Markkanen,22-23,0.0,34.4
PF,0,45.9,34.3,55.3,25.1,2.8,5.7,4.1,0.6,0.3,10.0,Julius Randle,22-23,0.0,35.5
PG,1,51.2,32.4,58.4,25.0,1.6,7.7,6.1,1.1,0.3,4.2,De'Aaron Fox,22-23,0.2,33.4
SG,0,48.5,37.5,55.6,24.8,2.6,6.1,4.2,0.9,0.2,4.5,Zach LaVine,22-23,0.0,35.9
SF,0,48.4,39.0,50.7,24.7,1.4,7.6,5.8,0.7,0.4,5.5,Brandon Ingram,22-23,0.0,34.2
SG,0,45.9,36.9,51.3,24.6,2.7,6.3,4.4,1.6,0.7,5.8,Anthony Edwards,22-23,0.0,36.0
SF,0,50.4,32.4,52.6,24.5,0.6,8.3,5.1,1.1,0.5,4.6,DeMar DeRozan,22-23,0.0,36.2
C,1,63.2,38.3,67.5,24.5,0.8,8.5,9.8,1.3,0.7,11.8,Nikola Jokić,22-23,67.4,33.7
PF,0,48.0,32.4,52.3,24.2,1.3,7.6,5.8,0.9,0.5,7.8,Pascal Siakam,22-23,0.0,37.4
PG,1,49.1,41.6,51.9,24.0,2.0,6.7,6.2,0.9,0.2,3.5,Jalen Brunson,22-23,0.1,35.0
SF,0,45.7,37.1,52.1,23.8,2.8,5.4,5.1,1.5,0.4,6.1,Paul George,22-23,0.0,34.6
SF,0,51.2,41.6,55.1,23.8,2.0,6.6,3.9,1.4,0.5,6.5,Kawhi Leonard,22-23,0.0,33.6
PG,0,41.1,37.6,45.0,23.3,4.0,4.2,8.4,1.3,0.3,6.4,LaMelo Ball,22-23,0.0,35.2
SG,0,50.6,36.5,55.2,23.2,1.6,7.3,5.4,0.9,0.7,3.9,Bradley Beal,22-23,0.0,33.5
C,0,49.8,38.5,55.9,23.2,2.1,5.7,2.7,0.9,1.5,8.4,Kristaps Porziņģis,22-23,0.0,32.6
PF,1,53.9,35.0,56.4,22.9,0.6,6.9,5.3,1.8,0.3,5.9,Jimmy Butler,22-23,0.3,33.4
SG,0,41.6,33.8,47.1,22.1,2.5,5.0,3.7,0.8,0.2,3.7,Jalen Green,22-23,0.0,34.2
SF,0,45.2,32.9,52.3,22.0,2.1,5.9,2.9,0.7,0.2,5.0,Keldon Johnson,22-23,0.0,32.7
SF,0,43.6,41.2,47.0,21.9,4.4,3.6,2.4,0.7,0.4,4.1,Klay Thompson,22-23,0.0,33.0
PF,0,48.8,41.1,53.9,21.6,2.5,4.8,2.6,0.6,0.1,3.8,Bojan Bogdanović,22-23,0.0,32.1
PG,0,46.2,41.0,49.2,21.6,2.4,5.1,7.8,1.2,0.1,2.7,Darius Garland,22-23,0.0,35.5
SG,0,47.9,40.8,53.4,21.5,2.9,4.9,4.4,1.0,0.4,5.0,Desmond Bane,22-23,0.0,31.7
PF,0,44.8,33.3,53.3,21.2,2.5,5.5,3.7,0.6,0.5,7.2,Kyle Kuzma,22-23,0.0,35.0
SG,0,41.5,32.7,48.0,21.1,2.6,5.2,5.1,1.2,0.3,4.1,Terry Rozier,22-23,0.0,35.3
SG,0,44.7,37.7,52.8,21.1,3.4,4.1,4.1,0.7,0.2,2.6,Anfernee Simons,22-23,0.0,35.0
PG,0,44.1,38.5,49.5,21.0,2.8,3.6,10.7,1.2,0.5,6.1,James Harden,22-23,0.0,36.8
PG,0,43.7,38.9,46.9,20.9,2.8,5.0,5.7,0.9,0.5,4.4,CJ McCollum,22-23,0.0,35.3
SG,0,44.4,33.8,53.0,20.8,2.5,5.0,4.4,0.5,0.2,4.0,Jordan Clarkson,22-23,0.0,32.6
PF,0,49.5,36.6,57.6,20.8,2.1,5.2,4.8,0.7,0.6,8.1,Karl-Anthony Towns,22-23,0.0,33.0
PG,0,49.0,40.0,57.2,20.7,2.9,4.5,10.4,1.6,0.4,3.7,Tyrese Haliburton,22-23,0.0,33.6
PF,0,47.5,40.1,52.3,20.5,2.3,4.6,2.4,0.8,0.8,4.5,Jerami Grant,22-23,0.0,35.7
SG,0,46.4,34.4,51.4,20.5,1.8,6.5,6.1,1.5,0.3,5.3,Dejounte Murray,22-23,0.0,36.4
C,0,54.0,8.3,54.5,20.4,0.0,8.0,3.2,1.2,0.8,9.2,Bam Adebayo,22-23,0.0,34.6
PG,0,43.0,33.6,52.4,20.4,2.6,4.1,4.5,0.8,0.3,2.7,Jordan Poole,22-23,0.0,30.0
SG,0,48.1,43.4,51.3,20.3,2.7,4.7,3.5,0.8,0.1,2.9,Tyrese Maxey,22-23,0.0,33.6
SF,0,43.1,31.9,51.0,20.3,2.3,5.1,1.1,1.4,0.4,5.2,Kelly Oubre Jr.,22-23,0.0,32.3
SG,0,46.8,38.2,51.4,20.1,2.0,5.1,3.3,1.1,0.7,4.4,Mikal Bridges,22-23,0.0,35.7
SF,0,46.3,38.7,50.3,17.2,1.8,4.5,3.6,1.2,0.8,4.3,Mikal Bridges,22-23,0.0,36.4
SG,0,47.5,37.6,53.1,26.1,2.5,6.3,2.7,1.0,0.6,4.5,Mikal Bridges,22-23,0.0,34.2
SG,0,43.9,37.8,49.7,20.1,3.0,4.2,4.2,0.8,0.2,5.4,Tyler Herro,22-23,0.0,34.9
PF,0,42.7,29.8,47.1,20.0,1.2,5.5,3.7,0.8,0.5,6.9,Paolo Banchero,22-23,0.0,33.8
PF,0,61.5,50.0,80.0,20.0,4.0,4.0,2.0,1.0,0.0,4.0,Louis King,22-23,0.0,29.0
PG,0,45.4,39.8,49.4,20.0,2.6,4.6,6.2,1.0,0.2,4.0,Jamal Murray,22-23,0.0,32.8
PG,0,41.5,27.9,46.6,19.9,1.4,6.3,6.0,0.8,0.6,6.2,Cade Cunningham,22-23,0.0,33.3
SG,0,43.4,31.0,49.5,19.6,1.7,5.3,2.8,0.4,0.2,5.0,RJ Barrett,22-23,0.0,33.9
PG,0,47.9,38.4,54.2,19.3,2.4,5.0,7.4,1.2,0.4,5.1,Jrue Holiday,22-23,0.0,32.6
PG,0,39.3,34.2,45.5,19.3,3.0,3.3,7.2,1.8,0.6,4.1,Fred VanVleet,22-23,0.0,36.7
PG,0,44.2,36.6,50.1,19.2,2.4,4.2,5.7,1.4,0.3,5.3,Kevin Porter Jr.,22-23,0.0,34.3
C,1,61.5,37.3,63.9,19.1,0.4,6.9,7.3,0.8,0.5,12.3,Domantas Sabonis,22-23,2.7,34.6
C,0,50.6,35.5,58.5,18.6,1.6,5.0,1.0,1.0,3.0,6.8,Jaren Jackson Jr.,22-23,0.0,28.4
SF,0,48.5,36.1,54.4,18.6,1.6,5.2,3.5,1.0,0.2,4.1,Franz Wagner,22-23,0.0,32.6
SG,0,43.9,38.7,48.0,18.5,2.7,4.2,3.6,1.1,0.4,3.9,Devin Vassell,22-23,0.0,31.0
C,0,58.9,29.2,59.7,18.0,0.1,7.7,1.7,0.6,0.8,10.0,Deandre Ayton,22-23,0.0,30.4
C,0,54.8,37.3,63.8,18.0,1.5,5.0,1.4,0.6,2.3,7.5,Myles Turner,22-23,0.0,29.4
PG,0,46.9,39.6,54.8,17.8,2.7,3.5,6.2,1.0,0.4,3.0,D'Angelo Russell,22-23,0.0,32.5
PG,0,46.5,39.1,54.6,17.9,2.7,3.5,6.2,1.1,0.4,3.1,D'Angelo Russell,22-23,0.0,32.9
PG,0,48.4,41.4,55.5,17.4,2.7,3.6,6.1,0.6,0.5,2.9,D'Angelo Russell,22-23,0.0,30.9
C,0,52.0,34.9,59.4,17.6,1.5,5.8,3.2,0.7,0.7,11.0,Nikola Vučević,22-23,0.0,33.5
SF,0,48.7,41.4,57.9,17.4,3.0,3.4,1.0,0.6,0.5,5.5,Michael Porter Jr.,22-23,0.0,29.0
SG,0,43.3,36.9,49.3,17.4,2.5,3.6,1.6,1.6,0.2,2.6,Gary Trent Jr.,22-23,0.0,32.1
SG,0,43.8,36.9,49.8,17.3,2.3,3.5,6.5,0.8,0.3,3.4,Spencer Dinwiddie,22-23,0.0,34.5
SG,0,45.5,40.5,50.4,17.7,2.6,3.4,5.3,0.7,0.3,3.1,Spencer Dinwiddie,22-23,0.0,34.1
PG,0,40.4,28.9,48.8,16.5,1.7,3.9,9.1,1.1,0.3,4.1,Spencer Dinwiddie,22-23,0.0,35.3
SF,0,47.3,39.6,53.0,17.1,2.4,4.4,2.3,1.2,0.8,5.0,Andrew Wiggins,22-23,0.0,32.2
SG,0,47.9,39.7,53.4,17.0,1.9,3.8,1.8,0.8,0.3,2.9,Norman Powell,22-23,0.0,26.1
SF,0,47.6,38.7,53.9,16.8,2.1,4.2,2.0,1.9,0.7,5.0,OG Anunoby,22-23,0.0,35.6
SF,0,45.8,42.5,51.8,16.8,3.6,2.3,2.8,1.2,0.3,5.0,Buddy Hield,22-23,0.0,31.0
SG,0,43.4,32.3,48.8,16.7,1.3,4.0,1.5,0.6,0.2,4.1,Bennedict Mathurin,22-23,0.0,28.5
PF,0,48.2,32.5,52.4,16.6,1.0,6.1,6.2,0.8,0.4,7.9,Josh Giddey,22-23,0.0,31.1
C,0,51.5,37.6,59.4,16.6,1.6,4.3,1.8,0.4,1.1,7.3,Christian Wood,22-23,0.0,25.9
PF,0,56.4,34.7,62.8,16.3,0.9,5.4,3.0,0.8,0.8,6.6,Aaron Gordon,22-23,0.0,30.2
SG,0,41.6,34.3,45.7,16.3,1.6,3.9,5.2,0.8,0.2,3.9,Jaden Ivey,22-23,0.0,31.1
PF,0,55.4,21.6,59.5,16.2,0.3,6.4,2.8,0.8,1.5,9.0,Evan Mobley,22-23,0.0,34.4
PF,0,50.0,40.0,57.1,16.0,2.0,4.0,7.0,0.0,1.0,9.0,RaiQuan Gray,22-23,0.0,35.0
C,0,53.1,37.4,63.7,15.9,1.7,4.4,1.3,0.5,2.5,6.7,Brook Lopez,22-23,0.0,30.4
PG,0,43.6,31.1,48.7,15.9,1.2,4.7,7.5,1.0,0.5,5.8,Russell Westbrook,22-23,0.0,29.1
PG,0,41.7,29.6,46.7,15.9,1.2,4.6,7.5,1.0,0.4,6.2,Russell Westbrook,22-23,0.0,28.7
PG,0,48.9,35.6,54.0,15.8,1.2,4.9,7.6,1.1,0.5,4.9,Russell Westbrook,22-23,0.0,30.2
PF,0,44.4,34.8,51.8,15.7,2.0,3.9,2.4,0.9,1.1,4.9,P.J. Washington,22-23,0.0,32.6
PF,0,47.0,40.4,54.8,15.5,2.5,2.9,1.9,1.2,0.3,4.4,Cameron Johnson,22-23,0.0,28.5
PF,0,47.4,45.5,50.0,13.9,2.6,2.2,1.5,0.9,0.4,3.8,Cameron Johnson,22-23,0.0,25.2
PF,0,46.8,37.2,57.2,16.6,2.3,3.3,2.1,1.4,0.3,4.8,Cameron Johnson,22-23,0.0,30.8
SF,0,46.1,35.0,52.1,15.4,1.5,4.2,1.4,0.5,0.3,4.2,De'Andre Hunter,22-23,0.0,31.7
SF,0,45.6,28.1,50.5,15.3,0.8,5.2,4.8,1.1,0.8,6.6,Scottie Barnes,22-23,0.0,34.8
PG,0,50.0,46.2,52.4,15.3,2.0,3.7,8.3,1.0,0.2,3.2,Skylar Mays,22-23,0.0,31.5
C,0,52.5,35.6,62.4,15.2,1.4,4.2,2.3,0.5,0.6,8.7,Wendell Carter Jr.,22-23,0.0,29.6
SG,0,48.5,40.2,60.4,15.2,2.7,2.9,2.9,1.1,0.3,3.3,Kevin Huerter,22-23,0.0,29.4
SF,0,43.6,31.5,51.6,15.1,1.5,3.8,4.9,0.7,0.2,4.2,Khris Middleton,22-23,0.0,24.3
PF,0,47.3,37.4,55.3,15.0,1.6,3.0,1.6,0.7,0.1,4.5,Harrison Barnes,22-23,0.0,32.5
PG,0,48.4,44.4,51.0,14.9,2.0,3.3,3.7,0.7,0.3,4.2,Malcolm Brogdon,22-23,0.0,26.0
SG,0,44.8,37.0,52.1,14.9,2.1,3.1,3.4,1.0,0.2,4.2,Immanuel Quickley,22-23,0.0,28.9
C,0,55.3,33.3,57.0,14.8,0.3,5.6,3.9,0.9,0.9,9.0,Alperen Şengün,22-23,0.0,28.9
SF,0,50.1,38.9,57.0,14.7,1.7,4.0,2.5,0.9,0.5,5.7,Tobias Harris,22-23,0.0,32.9
SF,0,47.5,32.5,53.2,14.7,1.0,4.5,4.1,0.8,0.2,4.3,Gordon Hayward,22-23,0.0,31.5
SF,0,48.4,40.6,61.1,14.5,2.6,2.3,1.4,1.1,0.5,3.6,Trey Murphy III,22-23,0.0,31.0
SF,0,40.1,38.5,43.1,14.4,3.0,1.8,1.8,0.7,0.2,3.5,Tim Hardaway Jr.,22-23,0.0,30.3
C,0,64.4,10.0,65.3,14.3,0.0,5.9,1.7,0.8,1.2,9.8,Jarrett Allen,22-23,0.0,32.6
SF,0,39.6,32.6,45.1,14.3,2.0,3.4,2.6,0.9,0.2,3.3,Dillon Brooks,22-23,0.0,30.3
PG,0,50.6,39.3,54.6,14.3,1.0,3.9,2.9,0.6,0.1,2.2,Collin Sexton,22-23,0.0,23.9
PF,0,49.6,37.0,55.5,14.1,1.4,4.3,1.5,0.4,0.2,9.6,Bobby Portis,22-23,0.0,26.0
C,0,54.7,34.9,57.7,14.1,0.5,5.2,1.8,0.3,0.7,10.2,Jonas Valančiūnas,22-23,0.0,24.9
SG,0,52.1,35.6,57.9,14.1,1.0,4.5,3.3,1.4,0.5,4.5,Jalen Williams,22-23,0.0,30.3
SG,0,44.7,40.6,50.6,14.0,2.7,2.4,2.8,0.8,0.3,3.1,Bogdan Bogdanović,22-23,0.0,27.9
PG,0,51.4,31.0,54.4,14.0,0.5,5.4,5.7,1.5,0.4,3.9,Markelle Fultz,22-23,0.0,29.6
PG,0,44.0,37.5,48.2,13.9,1.7,3.3,8.9,1.5,0.4,4.3,Chris Paul,22-23,0.0,32.0
SF,0,42.2,36.1,48.3,13.8,2.0,2.6,1.5,0.9,0.2,4.7,Saddiq Bey,22-23,0.0,27.6
SF,0,40.4,34.5,46.0,14.8,1.9,2.8,1.6,1.0,0.2,4.7,Saddiq Bey,22-23,0.0,28.8
SF,0,47.0,40.0,55.2,11.6,2.0,2.3,1.4,0.8,0.0,4.8,Saddiq Bey,22-23,0.0,25.2
SF,0,38.8,33.0,44.0,13.7,1.8,2.8,2.1,1.0,0.3,4.6,Luguentz Dort,22-23,0.0,30.7
SG,0,44.8,35.9,53.8,13.5,1.9,2.8,3.9,0.6,0.3,2.6,Malik Monk,22-23,0.0,22.3
C,0,65.9,0.0,66.3,13.4,0.0,5.1,1.2,0.8,1.4,11.6,Rudy Gobert,22-23,0.0,30.7
C,0,51.9,36.1,56.7,13.3,0.8,4.2,2.9,0.8,0.8,9.1,Jusuf Nurkić,22-23,0.0,26.8
PG,0,53.7,47.2,55.0,13.2,0.8,4.5,5.6,1.1,0.5,4.5,Kris Dunn,22-23,0.0,25.8
PF,0,50.8,29.2,61.9,13.1,1.0,4.1,1.2,0.6,1.0,6.5,John Collins,22-23,0.0,30.0
PG,0,45.4,36.4,50.0,13.0,1.3,3.4,3.9,0.6,0.5,4.8,Cole Anthony,22-23,0.0,25.9
SG,0,52.9,39.8,63.1,13.0,1.3,2.7,3.4,0.5,0.3,3.0,Austin Reaves,22-23,0.0,28.8
PG,0,45.9,28.5,50.6,12.9,0.7,4.4,6.6,1.3,0.1,3.6,Tre Jones,22-23,0.0,29.2
SG,0,43.6,41.4,45.9,12.8,1.9,2.0,2.2,0.7,0.2,3.1,Alec Burks,22-23,0.0,22.0
PF,0,40.8,30.7,48.7,12.8,1.5,3.1,1.3,0.5,0.9,7.2,Jabari Smith Jr.,22-23,0.0,31.0
SG,0,39.5,35.7,48.4,12.7,2.9,1.7,1.5,0.8,0.1,3.5,Malik Beasley,22-23,0.0,25.8
SG,0,39.6,35.9,48.5,13.4,3.1,1.7,1.7,0.8,0.1,3.6,Malik Beasley,22-23,0.0,26.8
SG,0,39.2,35.3,48.1,11.1,2.5,1.5,1.2,0.8,0.0,3.3,Malik Beasley,22-23,0.0,23.9
SF,0,56.9,31.5,67.9,12.7,0.8,4.2,1.5,0.5,0.4,5.5,KJ Martin,22-23,0.0,28.0
C,0,70.5,0.0,70.8,12.6,0.0,5.4,1.9,0.9,2.5,9.2,Nic Claxton,22-23,0.0,29.9
PG,0,41.5,32.9,46.1,12.6,1.1,3.0,4.5,0.8,0.2,2.5,Dennis Schröder,22-23,0.0,30.1
C,0,62.9,0.0,63.0,12.5,0.0,5.4,2.7,0.9,1.2,9.1,Jakob Poeltl,22-23,0.0,26.5
C,0,61.6,0.0,61.8,12.1,0.0,5.2,3.1,0.8,1.1,9.0,Jakob Poeltl,22-23,0.0,26.1
C,0,65.2,,65.2,13.1,0.0,5.8,2.2,1.2,1.3,9.1,Jakob Poeltl,22-23,0.0,27.2
SG,0,45.0,36.4,55.6,12.5,2.0,2.5,4.5,0.0,0.0,5.0,Mac McClung,22-23,0.0,20.5
C,0,49.9,39.4,57.6,12.5,1.4,2.7,3.7,0.9,0.5,6.2,Kelly Olynyk,22-23,0.0,28.6
SG,0,44.6,37.1,53.5,12.4,1.9,2.3,2.7,0.6,0.4,1.9,Eric Gordon,22-23,0.0,28.5
SG,0,43.9,34.7,53.6,13.1,1.8,2.7,2.9,0.6,0.4,2.1,Eric Gordon,22-23,0.0,30.2
SG,0,46.3,42.3,53.1,11.0,2.1,1.5,2.1,0.6,0.4,1.7,Eric Gordon,22-23,0.0,24.9
SG,0,46.2,38.1,54.8,12.4,1.8,2.5,3.9,0.7,0.9,3.6,Derrick White,22-23,0.0,28.3
SF,0,45.3,41.1,52.7,12.2,2.6,1.9,1.2,0.8,0.5,4.6,Keegan Murray,22-23,0.0,29.8
SG,0,43.1,39.2,46.2,12.1,1.7,2.6,3.9,1.0,0.3,3.8,Caris LeVert,22-23,0.0,30.2
SF,0,51.7,39.8,58.8,12.1,1.4,3.3,1.9,0.9,1.0,3.9,Jaden McDaniels,22-23,0.0,30.6
C,0,52.9,28.8,57.9,12.0,0.5,4.4,0.9,0.5,0.7,6.4,Marvin Bagley III,22-23,0.0,23.6
C,0,65.3,0.0,65.4,12.0,0.0,5.4,0.9,0.7,1.2,11.0,Clint Capela,22-23,0.0,26.6
PG,0,42.8,38.5,48.6,11.9,2.0,1.9,6.7,1.1,0.2,2.7,Mike Conley,22-23,0.0,30.3
PG,0,40.8,36.2,46.9,10.7,1.8,1.8,7.7,1.0,0.2,2.5,Mike Conley,22-23,0.0,29.7
PG,0,46.0,42.0,51.5,14.0,2.4,2.1,5.0,1.2,0.2,3.1,Mike Conley,22-23,0.0,31.4
PG,0,39.9,37.1,43.4,11.8,2.1,2.0,3.1,0.7,0.3,2.4,Bones Hyland,22-23,0.0,19.4
PG,0,39.9,37.8,42.5,12.1,2.2,2.0,3.0,0.7,0.3,2.0,Bones Hyland,22-23,0.0,19.5
PG,0,40.1,35.1,46.0,10.8,1.9,2.1,3.4,0.8,0.1,3.5,Bones Hyland,22-23,0.0,18.9
SG,0,44.8,36.5,52.2,11.7,1.6,2.6,1.1,0.5,0.3,1.9,Lonnie Walker IV,22-23,0.0,23.2
C,0,51.8,37.4,57.1,11.6,0.9,3.6,2.9,0.6,0.8,6.4,Zach Collins,22-23,0.0,22.9
SF,0,48.3,35.8,54.8,11.5,1.1,3.3,3.4,1.1,0.6,4.1,Bruce Brown,22-23,0.0,28.5
C,0,53.7,34.6,65.3,11.5,1.1,3.5,1.1,0.6,0.8,4.9,Naz Reid,22-23,0.0,18.4
PG,0,41.5,33.6,51.9,11.5,1.9,2.2,6.3,1.5,0.4,3.1,Marcus Smart,22-23,0.0,32.1
SF,0,41.0,35.0,55.9,11.5,2.5,1.6,2.1,0.5,0.2,3.2,Max Strus,22-23,0.0,28.4
PG,0,40.8,30.3,45.9,11.4,1.0,3.1,5.2,0.8,0.4,2.7,John Wall,22-23,0.0,22.2
SG,0,46.8,38.6,64.1,11.3,2.2,1.8,2.1,0.7,0.4,3.2,Quentin Grimes,22-23,0.0,29.9
C,0,44.2,32.7,54.2,11.3,1.3,2.6,1.4,0.4,0.7,8.1,Isaiah Stewart,22-23,0.0,28.3
PF,0,48.6,31.9,55.0,11.2,0.8,3.7,0.9,0.3,0.4,4.5,Rui Hachimura,22-23,0.0,23.3
PF,0,48.8,33.7,54.5,13.0,1.0,4.3,1.2,0.4,0.4,4.3,Rui Hachimura,22-23,0.0,24.3
PF,0,48.5,29.6,55.6,9.6,0.6,3.2,0.7,0.2,0.4,4.7,Rui Hachimura,22-23,0.0,22.4
PG,0,40.4,34.5,50.9,11.2,1.9,1.6,5.1,1.0,0.4,4.1,Kyle Lowry,22-23,0.0,31.2
PF,0,42.6,36.4,48.4,11.2,1.7,2.5,1.8,0.6,0.3,4.0,Marcus Morris,22-23,0.0,28.1
SF,0,49.7,42.4,63.7,11.1,2.2,1.7,1.2,0.4,0.1,2.8,Corey Kispert,22-23,0.0,28.3
PF,0,45.3,24.6,51.9,11.0,0.6,3.9,2.5,0.8,0.4,5.3,Jeremy Sochan,22-23,0.0,26.0
C,0,68.0,,68.0,10.8,0.0,4.2,3.1,0.6,0.6,8.9,Mason Plumlee,22-23,0.0,26.0
C,0,66.9,,66.9,12.2,0.0,4.7,3.7,0.6,0.6,9.7,Mason Plumlee,22-23,0.0,28.5
C,0,72.7,,72.7,7.5,0.0,2.8,1.7,0.5,0.5,6.9,Mason Plumlee,22-23,0.0,19.9
SG,0,46.2,42.3,50.2,10.8,1.8,2.1,2.4,1.5,0.5,2.7,Kentavious Caldwell-Pope,22-23,0.0,31.3
SG,0,44.8,28.9,54.2,10.8,1.0,3.3,2.0,0.6,0.1,2.6,Jaylen Nowell,22-23,0.0,19.3
C,0,63.4,0.0,63.7,10.8,0.0,4.3,1.0,0.4,1.3,9.9,Ivica Zubac,22-23,0.0,28.6
SG,0,41.9,28.6,48.5,10.7,0.9,3.1,3.8,0.6,0.4,3.2,Talen Horton-Tucker,22-23,0.0,20.2
SG,0,39.7,33.0,47.1,10.7,1.7,2.1,3.5,1.4,0.3,3.0,Victor Oladipo,22-23,0.0,26.3
SG,0,44.1,38.3,46.4,10.6,0.9,2.6,1.4,0.4,0.1,1.7,Cam Thomas,22-23,0.0,16.6
SG,0,61.5,37.5,67.7,10.6,0.6,4.2,2.0,0.6,0.4,3.0,Jeenathan Williams,22-23,0.0,25.4
C,0,50.0,31.3,63.1,10.5,0.9,2.6,1.5,0.6,0.2,4.5,Moritz Wagner,22-23,0.0,19.5
SG,0,44.0,39.9,51.8,10.4,2.0,1.4,2.3,0.9,0.2,3.3,Grayson Allen,22-23,0.0,27.4
PG,0,37.7,28.0,42.9,10.3,1.1,3.0,6.2,1.4,0.4,2.9,Killian Hayes,22-23,0.0,28.3
PG,0,43.8,37.1,49.5,10.3,1.5,2.4,5.2,1.0,0.1,2.5,Tyus Jones,22-23,0.0,24.3
PG,0,48.0,38.2,54.3,10.3,1.3,2.7,5.3,0.7,0.2,3.4,Monte Morris,22-23,0.0,27.3
PG,0,41.5,36.8,44.8,10.3,1.4,2.5,4.5,0.7,0.2,2.2,Cameron Payne,22-23,0.0,20.2
PG,0,41.1,33.3,47.4,10.2,1.4,2.5,3.4,0.7,0.1,2.1,Reggie Jackson,22-23,0.0,24.4
PG,0,41.8,35.0,46.9,10.9,1.5,2.6,3.5,0.7,0.1,2.2,Reggie Jackson,22-23,0.0,25.7
PG,0,38.3,27.9,50.0,7.9,1.2,1.9,3.1,0.6,0.1,1.8,Reggie Jackson,22-23,0.0,19.9
SG,0,44.0,30.2,53.9,10.2,1.2,2.9,1.9,0.5,0.1,2.7,Malaki Branham,22-23,0.0,23.5
SF,0,45.7,41.3,51.6,10.2,1.9,1.8,1.4,0.2,0.1,2.2,Doug McDermott,22-23,0.0,20.5
PF,0,46.4,41.5,49.8,10.2,1.4,2.4,1.2,0.9,0.9,4.0,Patrick Williams,22-23,0.0,28.3
SG,0,43.1,36.5,50.6,10.1,1.6,2.0,2.7,1.1,0.3,2.7,Josh Richardson,22-23,0.0,23.5
SG,0,43.6,35.7,51.8,11.5,1.8,2.5,3.3,1.0,0.3,2.8,Josh Richardson,22-23,0.0,23.7
SG,0,41.9,38.4,46.8,7.5,1.4,1.3,1.6,1.3,0.4,2.4,Josh Richardson,22-23,0.0,23.2
SG,0,42.5,39.0,48.4,10.1,2.0,1.6,2.6,1.6,0.5,4.1,De'Anthony Melton,22-23,0.0,27.9
SF,0,42.7,36.6,49.6,10.1,1.6,1.9,1.3,0.8,0.5,3.8,Aaron Nesmith,22-23,0.0,24.9
C,0,55.8,20.0,58.0,10.0,0.1,4.1,0.7,0.2,0.6,5.9,James Wiseman,22-23,0.0,19.3
C,0,62.8,50.0,63.0,6.9,0.0,2.8,0.7,0.1,0.3,3.5,James Wiseman,22-23,0.0,12.5
C,0,53.1,16.7,55.9,12.7,0.1,5.3,0.7,0.2,0.8,8.1,James Wiseman,22-23,0.0,25.2
PF,0,65.6,16.7,66.5,10.0,0.0,4.1,1.3,0.6,0.7,5.5,Brandon Clarke,22-23,0.0,19.5
PF,0,52.5,37.0,59.0,9.9,0.8,3.1,1.9,0.6,0.5,3.4,Jonathan Kuminga,22-23,0.0,20.8
C,0,63.8,30.8,64.7,9.9,0.1,3.9,1.0,0.7,1.3,7.2,Onyeka Okongwu,22-23,0.0,23.1
PF,0,45.6,25.8,69.2,9.9,1.1,2.6,2.1,0.9,0.3,4.3,Luka Šamanić,22-23,0.0,23.0
SG,0,47.2,36.0,55.9,9.9,1.3,2.6,1.2,0.5,0.3,3.0,Shaedon Sharpe,22-23,0.0,22.2
SG,0,41.9,32.7,49.6,9.9,1.2,2.3,2.9,1.3,0.5,3.0,Jalen Suggs,22-23,0.0,23.5
C,0,62.3,44.1,65.8,9.8,0.4,3.5,0.5,0.3,0.5,5.7,Thomas Bryant,22-23,0.0,18.3
C,0,65.4,44.0,69.7,12.1,0.5,4.3,0.7,0.3,0.6,6.8,Thomas Bryant,22-23,0.0,21.4
C,0,48.5,44.4,49.2,4.6,0.2,1.6,0.1,0.1,0.4,3.3,Thomas Bryant,22-23,0.0,11.4
SF,0,52.9,37.2,60.1,9.8,0.8,2.8,3.8,1.2,0.3,7.8,Josh Hart,22-23,0.0,32.3
SF,0,50.4,30.4,59.4,9.5,0.7,2.9,3.9,1.1,0.2,8.2,Josh Hart,22-23,0.0,33.4
SF,0,58.6,51.9,61.9,10.2,1.1,2.6,3.6,1.4,0.5,7.0,Josh Hart,22-23,0.0,30.0
C,0,47.6,44.6,53.9,9.8,2.3,1.3,3.0,0.5,1.0,6.2,Al Horford,22-23,0.0,30.5
PF,0,46.9,33.5,53.6,9.8,0.8,2.7,2.5,1.6,0.6,4.1,Herbert Jones,22-23,0.0,29.6
SF,0,45.4,40.2,54.2,9.7,1.9,1.5,0.6,0.4,0.3,3.5,Julian Champagnie,22-23,0.0,18.8
